kind,name,header,declaration
function,R_ParentEnv,src/include/Rinternals.h,SEXP R_ParentEnv(SEXP);
function,R_ParseEvalString,src/include/Rinternals.h,"SEXP R_ParseEvalString(const char *, SEXP);"
function,R_ParseString,src/include/Rinternals.h,SEXP R_ParseString(const char *);
function,R_PreserveInMSet,src/include/Rinternals.h,"void R_PreserveInMSet(SEXP x, SEXP mset);"
function,R_PreserveObject,src/include/Rinternals.h,void R_PreserveObject(SEXP);
function,R_PromiseExpr,src/include/Rinternals.h,SEXP R_PromiseExpr(SEXP);
function,R_ProtectWithIndex,src/include/Rinternals.h,"void R_ProtectWithIndex(SEXP, PROTECT_INDEX *);"
function,R_RegisterCFinalizer,src/include/Rinternals.h,"void R_RegisterCFinalizer(SEXP s, R_CFinalizer_t fun);"
function,R_RegisterCFinalizerEx,src/include/Rinternals.h,"void R_RegisterCFinalizerEx(SEXP s, R_CFinalizer_t fun, Rboolean onexit);"
function,R_RegisterFinalizer,src/include/Rinternals.h,"void R_RegisterFinalizer(SEXP s, SEXP fun);"
function,R_RegisterFinalizerEx,src/include/Rinternals.h,"void R_RegisterFinalizerEx(SEXP s, SEXP fun, Rboolean onexit);"
function,R_ReleaseFromMSet,src/include/Rinternals.h,"void R_ReleaseFromMSet(SEXP x, SEXP mset);"
function,R_ReleaseObject,src/include/Rinternals.h,void R_ReleaseObject(SEXP);
function,R_Reprotect,src/include/Rinternals.h,"void R_Reprotect(SEXP, PROTECT_INDEX);"
function,R_RunExitFinalizers,src/include/Rinternals.h,void R_RunExitFinalizers(void);
function,R_RunPendingFinalizers,src/include/Rinternals.h,void R_RunPendingFinalizers(void);
function,R_RunWeakRefFinalizer,src/include/Rinternals.h,void R_RunWeakRefFinalizer(SEXP w);
function,R_Serialize,src/include/Rinternals.h,"void R_Serialize(SEXP s, R_outpstream_t ops);"
function,R_SetExternalPtrAddr,src/include/Rinternals.h,"void R_SetExternalPtrAddr(SEXP s, void *p);"
function,R_SetExternalPtrProtected,src/include/Rinternals.h,"void R_SetExternalPtrProtected(SEXP s, SEXP p);"
function,R_SetExternalPtrTag,src/include/Rinternals.h,"void R_SetExternalPtrTag(SEXP s, SEXP tag);"
function,R_ToplevelExec,src/include/Rinternals.h,"Rboolean R_ToplevelExec(void (*fun)(void *), void *data);"
function,R_Unserialize,src/include/Rinternals.h,SEXP R_Unserialize(R_inpstream_t ips);
function,R_UnwindProtect,src/include/Rinternals.h,"SEXP R_UnwindProtect(SEXP (*fun)(void *data), void *data, void (*cleanfun)(void *data, Rboolean jump), void *cleandata, SEXP cont);"
function,R_WeakRefKey,src/include/Rinternals.h,SEXP R_WeakRefKey(SEXP w);
function,R_WeakRefValue,src/include/Rinternals.h,SEXP R_WeakRefValue(SEXP w);
function,R_allocResizableVector,src/include/Rinternals.h,"SEXP R_allocResizableVector(SEXPTYPE type, R_xlen_t maxlen);"
function,R_altrep_class_name,src/include/Rinternals.h,SEXP R_altrep_class_name(SEXP x);
function,R_altrep_class_package,src/include/Rinternals.h,SEXP R_altrep_class_package(SEXP x);
function,R_altrep_data1,src/include/Rinternals.h,SEXP R_altrep_data1(SEXP x);
function,R_altrep_data2,src/include/Rinternals.h,SEXP R_altrep_data2(SEXP x);
function,R_asHashtable,src/include/Rinternals.h,R_hashtab_type R_asHashtable(SEXP h);
function,R_check_class_etc,src/include/Rinternals.h,"int R_check_class_etc      (SEXP x, const char **valid);"
function,R_class,src/include/Rinternals.h,SEXP R_class(SEXP);
function,R_clrhash,src/include/Rinternals.h,void R_clrhash(R_hashtab_type h);
function,R_compute_identical,src/include/Rinternals.h,"Rboolean R_compute_identical(SEXP, SEXP, int);"
function,R_curErrorBuf,src/include/Rinternals.h,const char *R_curErrorBuf(void);
function,R_data_class,src/include/Rinternals.h,"SEXP R_data_class(SEXP , Rboolean);"
function,R_do_MAKE_CLASS,src/include/Rinternals.h,SEXP R_do_MAKE_CLASS(const char *what);
function,R_do_new_object,src/include/Rinternals.h,SEXP R_do_new_object(SEXP class_def);
function,R_do_slot,src/include/Rinternals.h,"SEXP R_do_slot(SEXP obj, SEXP name);"
function,R_do_slot_assign,src/include/Rinternals.h,"SEXP R_do_slot_assign(SEXP obj, SEXP name, SEXP value);"
function,R_dot_Last,src/include/Rinternals.h,void R_dot_Last(void);
function,R_duplicateAsResizable,src/include/Rinternals.h,SEXP R_duplicateAsResizable(SEXP x);
function,R_envSymbols,src/include/Rinternals.h,SEXP R_envSymbols(SEXP env);
function,R_existsVarInFrame,src/include/Rinternals.h,"Rboolean R_existsVarInFrame(SEXP, SEXP);"
function,R_findDotsEnv,src/include/Rinternals.h,SEXP R_findDotsEnv(SEXP env);
function,R_forceAndCall,src/include/Rinternals.h,"SEXP R_forceAndCall(SEXP e, int n, SEXP rho);"
function,R_getAttribCount,src/include/Rinternals.h,R_xlen_t R_getAttribCount(SEXP x);
function,R_getAttribNames,src/include/Rinternals.h,SEXP R_getAttribNames(SEXP x);
function,R_getAttributes,src/include/Rinternals.h,SEXP R_getAttributes(SEXP x);
function,R_getClassDef,src/include/Rinternals.h,SEXP R_getClassDef  (const char *what);
function,R_getRegisteredNamespace,src/include/Rinternals.h,SEXP R_getRegisteredNamespace(const char *name);
function,R_getVar,src/include/Rinternals.h,"SEXP R_getVar(SEXP, SEXP, Rboolean);"
function,R_getVarEx,src/include/Rinternals.h,"SEXP R_getVarEx(SEXP, SEXP, Rboolean, SEXP);"
function,R_gethash,src/include/Rinternals.h,"SEXP R_gethash(R_hashtab_type h, SEXP key, SEXP nomatch);"
function,R_hasAttrib,src/include/Rinternals.h,"bool R_hasAttrib(SEXP x, SEXP name);"
function,R_has_slot,src/include/Rinternals.h,"int R_has_slot(SEXP obj, SEXP name);"
function,R_isHashtable,src/include/Rinternals.h,int R_isHashtable(SEXP h);
function,R_isResizable,src/include/Rinternals.h,bool R_isResizable(SEXP x);
function,R_isTRUE,src/include/Rinternals.h,Rboolean R_isTRUE(SEXP);
function,R_lsInternal3,src/include/Rinternals.h,"SEXP R_lsInternal3(SEXP, Rboolean, Rboolean);"
function,R_mapAttrib,src/include/Rinternals.h,"SEXP R_mapAttrib(SEXP x, SEXP (*FUN)(SEXP, SEXP, void *), void *data);"
function,R_maphash,src/include/Rinternals.h,"SEXP R_maphash(R_hashtab_type h, SEXP FUN);"
function,R_maphashC,src/include/Rinternals.h,"SEXP R_maphashC(R_hashtab_type h, SEXP (*FUN)(SEXP, SEXP, void *), void *data);"
function,R_maxLength,src/include/Rinternals.h,R_xlen_t R_maxLength(SEXP x);
function,R_mkClosure,src/include/Rinternals.h,"SEXP R_mkClosure(SEXP, SEXP, SEXP);"
function,R_mkhashtab,src/include/Rinternals.h,"R_hashtab_type R_mkhashtab(int type, int );"
function,R_ncol,src/include/Rinternals.h,R_xlen_t R_ncol(SEXP x);
function,R_nrow,src/include/Rinternals.h,R_xlen_t R_nrow(SEXP x);
function,R_numhash,src/include/Rinternals.h,int R_numhash(R_hashtab_type h);
function,R_orderVector,src/include/Rinternals.h,"void R_orderVector (int *indx, int n, SEXP arglist, Rboolean nalast, Rboolean decreasing);"
function,R_orderVector1,src/include/Rinternals.h,"void R_orderVector1(int *indx, int n, SEXP x,       Rboolean nalast, Rboolean decreasing);"
function,R_remhash,src/include/Rinternals.h,"int R_remhash(R_hashtab_type h, SEXP key);"
function,R_removeVarFromFrame,src/include/Rinternals.h,"void R_removeVarFromFrame(SEXP, SEXP);"
function,R_resizeVector,src/include/Rinternals.h,"void R_resizeVector(SEXP x, R_xlen_t newlen);"
function,R_set_altrep_data1,src/include/Rinternals.h,"void R_set_altrep_data1(SEXP x, SEXP v);"
function,R_set_altrep_data2,src/include/Rinternals.h,"void R_set_altrep_data2(SEXP x, SEXP v);"
function,R_sethash,src/include/Rinternals.h,"SEXP R_sethash(R_hashtab_type h, SEXP key, SEXP value);"
function,R_tryCatch,src/include/Rinternals.h,"SEXP R_tryCatch(SEXP (*)(void *), void *, SEXP, SEXP (*)(SEXP, void *), void *, void (*)(void *), void *);"
function,R_tryCatchError,src/include/Rinternals.h,"SEXP R_tryCatchError(SEXP (*)(void *), void *, SEXP (*)(SEXP, void *), void *);"
function,R_tryEval,src/include/Rinternals.h,"SEXP R_tryEval(SEXP, SEXP, int *);"
function,R_tryEvalSilent,src/include/Rinternals.h,"SEXP R_tryEvalSilent(SEXP, SEXP, int *);"
function,R_tryWrap,src/include/Rinternals.h,SEXP R_tryWrap(SEXP);
function,R_typhash,src/include/Rinternals.h,int R_typhash(R_hashtab_type h);
function,R_unLockBinding,src/include/Rinternals.h,"void R_unLockBinding(SEXP sym, SEXP env);"
function,R_withCallingErrorHandler,src/include/Rinternals.h,"SEXP R_withCallingErrorHandler(SEXP (*)(void *), void *, SEXP (*)(SEXP, void *), void *);"
function,R_xlen_t,src/include/Rinternals.h,R_xlen_t  (XLENGTH)(SEXP x);
function,Rboolean,src/include/Rinternals.h,Rboolean (Rf_isObject)(SEXP s);
function,Rbyte,src/include/Rinternals.h,"Rbyte (RAW_ELT)(SEXP x, R_xlen_t i);"
function,Rcomplex,src/include/Rinternals.h,"Rcomplex (COMPLEX_ELT)(SEXP x, R_xlen_t i);"
function,Rf_GetArrayDimnames,src/include/Rinternals.h,SEXP Rf_GetArrayDimnames(SEXP);
function,Rf_GetColNames,src/include/Rinternals.h,SEXP Rf_GetColNames(SEXP);
function,Rf_GetMatrixDimnames,src/include/Rinternals.h,"void Rf_GetMatrixDimnames(SEXP, SEXP*, SEXP*, const char**, const char**);"
function,Rf_GetOption1,src/include/Rinternals.h,SEXP Rf_GetOption1(SEXP);
function,Rf_GetOptionWidth,src/include/Rinternals.h,int Rf_GetOptionWidth(void);
function,Rf_GetRowNames,src/include/Rinternals.h,SEXP Rf_GetRowNames(SEXP);
function,Rf_PairToVectorList,src/include/Rinternals.h,SEXP Rf_PairToVectorList(SEXP x);
function,Rf_PrintValue,src/include/Rinternals.h,void Rf_PrintValue(SEXP);
function,Rf_ScalarComplex,src/include/Rinternals.h,SEXP	 Rf_ScalarComplex(Rcomplex);
function,Rf_ScalarInteger,src/include/Rinternals.h,SEXP	 Rf_ScalarInteger(int);
function,Rf_ScalarLogical,src/include/Rinternals.h,SEXP	 Rf_ScalarLogical(int);
function,Rf_ScalarRaw,src/include/Rinternals.h,SEXP	 Rf_ScalarRaw(Rbyte);
function,Rf_ScalarReal,src/include/Rinternals.h,SEXP	 Rf_ScalarReal(double);
function,Rf_ScalarString,src/include/Rinternals.h,SEXP	 Rf_ScalarString(SEXP);
function,Rf_StringBlank,src/include/Rinternals.h,Rboolean Rf_StringBlank(SEXP);
function,Rf_VectorToPairList,src/include/Rinternals.h,SEXP Rf_VectorToPairList(SEXP x);
function,Rf_acopy_string,src/include/Rinternals.h,char * Rf_acopy_string(const char *);
function,Rf_alloc3DArray,src/include/Rinternals.h,"SEXP Rf_alloc3DArray(SEXPTYPE, int, int, int);"
function,Rf_allocArray,src/include/Rinternals.h,"SEXP Rf_allocArray(SEXPTYPE, SEXP);"
function,Rf_allocLang,src/include/Rinternals.h,SEXP Rf_allocLang(int);
function,Rf_allocList,src/include/Rinternals.h,SEXP Rf_allocList(int);
function,Rf_allocMatrix,src/include/Rinternals.h,"SEXP Rf_allocMatrix(SEXPTYPE, int, int);"
function,Rf_allocS4Object,src/include/Rinternals.h,SEXP Rf_allocS4Object(void);
function,Rf_allocSExp,src/include/Rinternals.h,SEXP Rf_allocSExp(SEXPTYPE);
function,Rf_allocVector,src/include/Rinternals.h,"SEXP     Rf_allocVector(SEXPTYPE, R_xlen_t);"
function,Rf_any_duplicated,src/include/Rinternals.h,"R_xlen_t Rf_any_duplicated(SEXP x, Rboolean from_last);"
function,Rf_any_duplicated3,src/include/Rinternals.h,"R_xlen_t Rf_any_duplicated3(SEXP x, SEXP incomp, Rboolean from_last);"
function,Rf_asBool,src/include/Rinternals.h,bool Rf_asBool(SEXP x);
function,Rf_asChar,src/include/Rinternals.h,SEXP Rf_asChar(SEXP);
function,Rf_asCharacterFactor,src/include/Rinternals.h,SEXP Rf_asCharacterFactor(SEXP x);
function,Rf_asComplex,src/include/Rinternals.h,Rcomplex Rf_asComplex(SEXP x);
function,Rf_asInteger,src/include/Rinternals.h,int Rf_asInteger(SEXP x);
function,Rf_asLogical,src/include/Rinternals.h,int Rf_asLogical(SEXP x);
function,Rf_asRboolean,src/include/Rinternals.h,Rboolean Rf_asRboolean(SEXP x);
function,Rf_asReal,src/include/Rinternals.h,double Rf_asReal(SEXP x);
function,Rf_asS4,src/include/Rinternals.h,"SEXP Rf_asS4(SEXP, Rboolean, int);"
function,Rf_charIsASCII,src/include/Rinternals.h,Rboolean Rf_charIsASCII(SEXP);
function,Rf_charIsLatin1,src/include/Rinternals.h,Rboolean Rf_charIsLatin1(SEXP);
function,Rf_charIsUTF8,src/include/Rinternals.h,Rboolean Rf_charIsUTF8(SEXP);
function,Rf_classgets,src/include/Rinternals.h,"SEXP Rf_classgets(SEXP, SEXP);"
function,Rf_coerceVector,src/include/Rinternals.h,"SEXP Rf_coerceVector(SEXP, SEXPTYPE);"
function,Rf_cons,src/include/Rinternals.h,"SEXP Rf_cons(SEXP, SEXP);"
function,Rf_copyListMatrix,src/include/Rinternals.h,"void Rf_copyListMatrix(SEXP, SEXP, Rboolean);"
function,Rf_copyMatrix,src/include/Rinternals.h,"void Rf_copyMatrix(SEXP, SEXP, Rboolean);"
function,Rf_copyMostAttrib,src/include/Rinternals.h,"void Rf_copyMostAttrib(SEXP, SEXP);"
function,Rf_copyVector,src/include/Rinternals.h,"void Rf_copyVector(SEXP, SEXP);"
function,Rf_defineVar,src/include/Rinternals.h,"void Rf_defineVar(SEXP, SEXP, SEXP);"
function,Rf_dimgets,src/include/Rinternals.h,"SEXP Rf_dimgets(SEXP, SEXP);"
function,Rf_dimnamesgets,src/include/Rinternals.h,"SEXP Rf_dimnamesgets(SEXP, SEXP);"
function,Rf_duplicate,src/include/Rinternals.h,SEXP Rf_duplicate(SEXP);
function,Rf_duplicated,src/include/Rinternals.h,"SEXP Rf_duplicated(SEXP, Rboolean);"
function,Rf_elt,src/include/Rinternals.h,"SEXP	 Rf_elt(SEXP, int);"
function,Rf_errorcall,src/include/Rinternals.h,"NORET void Rf_errorcall(SEXP, const char *, ...) R_PRINTF_FORMAT(2, 3);"
function,Rf_eval,src/include/Rinternals.h,"SEXP Rf_eval(SEXP, SEXP);"
function,Rf_findFun,src/include/Rinternals.h,"SEXP Rf_findFun(SEXP, SEXP);"
function,Rf_findVar,src/include/Rinternals.h,"SEXP Rf_findVar(SEXP, SEXP);"
function,Rf_findVarInFrame,src/include/Rinternals.h,"SEXP Rf_findVarInFrame(SEXP, SEXP);"
function,Rf_getAttrib,src/include/Rinternals.h,"SEXP Rf_getAttrib(SEXP, SEXP);"
function,Rf_getCharCE,src/include/Rinternals.h,cetype_t Rf_getCharCE(SEXP);
function,Rf_inherits,src/include/Rinternals.h,"Rboolean Rf_inherits(SEXP, const char *);"
function,Rf_install,src/include/Rinternals.h,SEXP Rf_install(const char *);
function,Rf_installChar,src/include/Rinternals.h,SEXP Rf_installChar(SEXP);
function,Rf_installTrChar,src/include/Rinternals.h,SEXP Rf_installTrChar(SEXP);
function,Rf_isArray,src/include/Rinternals.h,Rboolean Rf_isArray(SEXP);
function,Rf_isDataFrame,src/include/Rinternals.h,Rboolean Rf_isDataFrame(SEXP);
function,Rf_isFactor,src/include/Rinternals.h,Rboolean Rf_isFactor(SEXP);
function,Rf_isFunction,src/include/Rinternals.h,Rboolean Rf_isFunction(SEXP);
function,Rf_isInteger,src/include/Rinternals.h,Rboolean Rf_isInteger(SEXP);
function,Rf_isLanguage,src/include/Rinternals.h,Rboolean Rf_isLanguage(SEXP);
function,Rf_isList,src/include/Rinternals.h,Rboolean Rf_isList(SEXP);
function,Rf_isMatrix,src/include/Rinternals.h,Rboolean Rf_isMatrix(SEXP);
function,Rf_isNewList,src/include/Rinternals.h,Rboolean Rf_isNewList(SEXP);
function,Rf_isNumber,src/include/Rinternals.h,Rboolean Rf_isNumber(SEXP);
function,Rf_isNumeric,src/include/Rinternals.h,Rboolean Rf_isNumeric(SEXP);
function,Rf_isOrdered,src/include/Rinternals.h,Rboolean Rf_isOrdered(SEXP);
function,Rf_isPairList,src/include/Rinternals.h,Rboolean Rf_isPairList(SEXP);
function,Rf_isPrimitive,src/include/Rinternals.h,Rboolean Rf_isPrimitive(SEXP);
function,Rf_isS4,src/include/Rinternals.h,Rboolean Rf_isS4(SEXP);
function,Rf_isScalarString,src/include/Rinternals.h,Rboolean Rf_isScalarString(SEXP);
function,Rf_isTs,src/include/Rinternals.h,Rboolean Rf_isTs(SEXP);
function,Rf_isUnordered,src/include/Rinternals.h,Rboolean Rf_isUnordered(SEXP);
function,Rf_isUnsorted,src/include/Rinternals.h,"Rboolean Rf_isUnsorted(SEXP, Rboolean);"
function,Rf_isVector,src/include/Rinternals.h,Rboolean Rf_isVector(SEXP);
function,Rf_isVectorAtomic,src/include/Rinternals.h,Rboolean Rf_isVectorAtomic(SEXP);
function,Rf_isVectorList,src/include/Rinternals.h,Rboolean Rf_isVectorList(SEXP);
function,Rf_isVectorizable,src/include/Rinternals.h,Rboolean Rf_isVectorizable(SEXP);
function,Rf_lang1,src/include/Rinternals.h,SEXP	 Rf_lang1(SEXP);
function,Rf_lang2,src/include/Rinternals.h,"SEXP	 Rf_lang2(SEXP, SEXP);"
function,Rf_lang3,src/include/Rinternals.h,"SEXP	 Rf_lang3(SEXP, SEXP, SEXP);"
function,Rf_lang4,src/include/Rinternals.h,"SEXP	 Rf_lang4(SEXP, SEXP, SEXP, SEXP);"
function,Rf_lang5,src/include/Rinternals.h,"SEXP	 Rf_lang5(SEXP, SEXP, SEXP, SEXP, SEXP);"
function,Rf_lang6,src/include/Rinternals.h,"SEXP	 Rf_lang6(SEXP, SEXP, SEXP, SEXP, SEXP, SEXP);"
function,Rf_lastElt,src/include/Rinternals.h,SEXP	 Rf_lastElt(SEXP);
function,Rf_lcons,src/include/Rinternals.h,"SEXP	 Rf_lcons(SEXP, SEXP);"
function,Rf_length,src/include/Rinternals.h,R_len_t  Rf_length(SEXP);
function,Rf_lengthgets,src/include/Rinternals.h,"SEXP Rf_lengthgets(SEXP, R_len_t);"
function,Rf_list1,src/include/Rinternals.h,SEXP	 Rf_list1(SEXP);
function,Rf_list2,src/include/Rinternals.h,"SEXP	 Rf_list2(SEXP, SEXP);"
function,Rf_list3,src/include/Rinternals.h,"SEXP	 Rf_list3(SEXP, SEXP, SEXP);"
function,Rf_list4,src/include/Rinternals.h,"SEXP	 Rf_list4(SEXP, SEXP, SEXP, SEXP);"
function,Rf_list5,src/include/Rinternals.h,"SEXP	 Rf_list5(SEXP, SEXP, SEXP, SEXP, SEXP);"
function,Rf_list6,src/include/Rinternals.h,"SEXP	 Rf_list6(SEXP, SEXP, SEXP, SEXP, SEXP, SEXP);"
function,Rf_listAppend,src/include/Rinternals.h,"SEXP	 Rf_listAppend(SEXP, SEXP);"
function,Rf_match,src/include/Rinternals.h,"SEXP Rf_match(SEXP, SEXP, int);"
function,Rf_mkChar,src/include/Rinternals.h,SEXP Rf_mkChar(const char *);
function,Rf_mkCharCE,src/include/Rinternals.h,"SEXP Rf_mkCharCE(const char *, cetype_t);"
function,Rf_mkCharLen,src/include/Rinternals.h,"SEXP Rf_mkCharLen(const char *, int);"
function,Rf_mkCharLenCE,src/include/Rinternals.h,"SEXP Rf_mkCharLenCE(const char *, int, cetype_t);"
function,Rf_mkNamed,src/include/Rinternals.h,"SEXP	 Rf_mkNamed(SEXPTYPE, const char **);"
function,Rf_mkString,src/include/Rinternals.h,SEXP	 Rf_mkString(const char *);
function,Rf_namesgets,src/include/Rinternals.h,"SEXP Rf_namesgets(SEXP, SEXP);"
function,Rf_ncols,src/include/Rinternals.h,int Rf_ncols(SEXP);
function,Rf_nlevels,src/include/Rinternals.h,int	 Rf_nlevels(SEXP);
function,Rf_nrows,src/include/Rinternals.h,int Rf_nrows(SEXP);
function,Rf_nthcdr,src/include/Rinternals.h,"SEXP Rf_nthcdr(SEXP, int);"
function,Rf_pmatch,src/include/Rinternals.h,"Rboolean Rf_pmatch(SEXP, SEXP, Rboolean);"
function,Rf_protect,src/include/Rinternals.h,SEXP Rf_protect(SEXP);
function,Rf_psmatch,src/include/Rinternals.h,"Rboolean Rf_psmatch(const char *, const char *, Rboolean);"
function,Rf_reEnc,src/include/Rinternals.h,"const char *Rf_reEnc(const char *x, cetype_t ce_in, cetype_t ce_out, int subst);"
function,Rf_setAttrib,src/include/Rinternals.h,"SEXP Rf_setAttrib(SEXP, SEXP, SEXP);"
function,Rf_setVar,src/include/Rinternals.h,"void Rf_setVar(SEXP, SEXP, SEXP);"
function,Rf_shallow_duplicate,src/include/Rinternals.h,SEXP Rf_shallow_duplicate(SEXP);
function,Rf_str2type,src/include/Rinternals.h,SEXPTYPE Rf_str2type(const char *);
function,Rf_topenv,src/include/Rinternals.h,"SEXP Rf_topenv(SEXP, SEXP);"
function,Rf_translateChar,src/include/Rinternals.h,const char * Rf_translateChar(SEXP);
function,Rf_translateCharUTF8,src/include/Rinternals.h,const char * Rf_translateCharUTF8(SEXP);
function,Rf_type2char,src/include/Rinternals.h,const char * Rf_type2char(SEXPTYPE);
function,Rf_type2str,src/include/Rinternals.h,SEXP Rf_type2str(SEXPTYPE);
function,Rf_type2str_nowarn,src/include/Rinternals.h,SEXP Rf_type2str_nowarn(SEXPTYPE);
function,Rf_unprotect,src/include/Rinternals.h,void Rf_unprotect(int);
function,Rf_unprotect_ptr,src/include/Rinternals.h,void Rf_unprotect_ptr(SEXP);
function,Rf_warningcall,src/include/Rinternals.h,"void Rf_warningcall(SEXP, const char *, ...) R_PRINTF_FORMAT(2, 3);"
function,Rf_warningcall_immediate,src/include/Rinternals.h,"void Rf_warningcall_immediate(SEXP, const char *, ...) R_PRINTF_FORMAT(2, 3);"
function,Rf_xlength,src/include/Rinternals.h,R_xlen_t  Rf_xlength(SEXP);
function,Rf_xlengthgets,src/include/Rinternals.h,"SEXP Rf_xlengthgets(SEXP, R_xlen_t);"
function,SETCAD4R,src/include/Rinternals.h,"SEXP SETCAD4R(SEXP e, SEXP y);"
function,SETCADDDR,src/include/Rinternals.h,"SEXP SETCADDDR(SEXP x, SEXP y);"
function,SETCADDR,src/include/Rinternals.h,"SEXP SETCADDR(SEXP x, SEXP y);"
function,SETCADR,src/include/Rinternals.h,"SEXP SETCADR(SEXP x, SEXP y);"
function,SETCAR,src/include/Rinternals.h,"SEXP SETCAR(SEXP x, SEXP y);"
function,SETCDR,src/include/Rinternals.h,"SEXP SETCDR(SEXP x, SEXP y);"
function,SET_ATTRIB,src/include/Rinternals.h,"void SET_ATTRIB(SEXP x, SEXP v);"
function,SET_COMPLEX_ELT,src/include/Rinternals.h,"void SET_COMPLEX_ELT(SEXP x, R_xlen_t i, Rcomplex v);"
function,SET_INTEGER_ELT,src/include/Rinternals.h,"void SET_INTEGER_ELT(SEXP x, R_xlen_t i, int v);"
function,SET_LOGICAL_ELT,src/include/Rinternals.h,"void SET_LOGICAL_ELT(SEXP x, R_xlen_t i, int v);"
function,SET_RAW_ELT,src/include/Rinternals.h,"void SET_RAW_ELT(SEXP x, R_xlen_t i, Rbyte v);"
function,SET_REAL_ELT,src/include/Rinternals.h,"void SET_REAL_ELT(SEXP x, R_xlen_t i, double v);"
function,SET_STRING_ELT,src/include/Rinternals.h,"void SET_STRING_ELT(SEXP x, R_xlen_t i, SEXP v);"
function,SET_TAG,src/include/Rinternals.h,"void SET_TAG(SEXP x, SEXP y);"
function,SET_VECTOR_ELT,src/include/Rinternals.h,"SEXP SET_VECTOR_ELT(SEXP x, R_xlen_t i, SEXP v);"
function,SEXP,src/include/Rinternals.h,SEXP (PRENV)(SEXP x);
function,SHALLOW_DUPLICATE_ATTRIB,src/include/Rinternals.h,"void SHALLOW_DUPLICATE_ATTRIB(SEXP to, SEXP from);"
function,STRING_IS_SORTED,src/include/Rinternals.h,int STRING_IS_SORTED(SEXP x);
function,STRING_NO_NA,src/include/Rinternals.h,int STRING_NO_NA(SEXP x);
function,double,src/include/Rinternals.h,"double (REAL_ELT)(SEXP x, R_xlen_t i);"
function,int,src/include/Rinternals.h,int  (ENVFLAGS)(SEXP x);
function,void,src/include/Rinternals.h,"void (SET_ENVFLAGS)(SEXP x, int v);"
variable,R_AsCharacterSymbol,src/include/Rinternals.h,LibExtern SEXP	R_AsCharacterSymbol;
variable,R_AtsignSymbol,src/include/Rinternals.h,LibExtern SEXP	R_AtsignSymbol;
variable,R_BaseEnv,src/include/Rinternals.h,LibExtern SEXP  R_BaseEnv;
variable,R_BaseNamespace,src/include/Rinternals.h,LibExtern SEXP	R_BaseNamespace;
variable,R_BaseSymbol,src/include/Rinternals.h,LibExtern SEXP	R_BaseSymbol;
variable,R_BlankScalarString,src/include/Rinternals.h,LibExtern SEXP	R_BlankScalarString;
variable,R_BlankString,src/include/Rinternals.h,LibExtern SEXP	R_BlankString;
variable,R_BraceSymbol,src/include/Rinternals.h,LibExtern SEXP	R_BraceSymbol;
variable,R_Bracket2Symbol,src/include/Rinternals.h,LibExtern SEXP	R_Bracket2Symbol;
variable,R_BracketSymbol,src/include/Rinternals.h,LibExtern SEXP	R_BracketSymbol;
variable,R_ClassSymbol,src/include/Rinternals.h,LibExtern SEXP	R_ClassSymbol;
variable,R_DeviceSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DeviceSymbol;
variable,R_DimNamesSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DimNamesSymbol;
variable,R_DimSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DimSymbol;
variable,R_DollarSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DollarSymbol;
variable,R_DotsSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DotsSymbol;
variable,R_DoubleColonSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DoubleColonSymbol;
variable,R_DropSymbol,src/include/Rinternals.h,LibExtern SEXP	R_DropSymbol;
variable,R_EmptyEnv,src/include/Rinternals.h,LibExtern SEXP  R_EmptyEnv;
variable,R_EvalSymbol,src/include/Rinternals.h,LibExtern SEXP	R_EvalSymbol;
variable,R_FunctionSymbol,src/include/Rinternals.h,LibExtern SEXP	R_FunctionSymbol;
variable,R_GlobalEnv,src/include/Rinternals.h,LibExtern SEXP	R_GlobalEnv;
variable,R_LastvalueSymbol,src/include/Rinternals.h,LibExtern SEXP	R_LastvalueSymbol;
variable,R_LevelsSymbol,src/include/Rinternals.h,LibExtern SEXP	R_LevelsSymbol;
variable,R_MissingArg,src/include/Rinternals.h,LibExtern SEXP	R_MissingArg;
variable,R_ModeSymbol,src/include/Rinternals.h,LibExtern SEXP	R_ModeSymbol;
variable,R_NaRmSymbol,src/include/Rinternals.h,LibExtern SEXP	R_NaRmSymbol;
variable,R_NaString,src/include/Rinternals.h,LibExtern SEXP	R_NaString;
variable,R_NameSymbol,src/include/Rinternals.h,LibExtern SEXP	R_NameSymbol;
variable,R_NamesSymbol,src/include/Rinternals.h,LibExtern SEXP	R_NamesSymbol;
variable,R_NamespaceEnvSymbol,src/include/Rinternals.h,LibExtern SEXP	R_NamespaceEnvSymbol;
variable,R_NamespaceRegistry,src/include/Rinternals.h,extern SEXP R_NamespaceRegistry;
variable,R_NilValue,src/include/Rinternals.h,LibExtern SEXP	R_NilValue;
variable,R_PackageSymbol,src/include/Rinternals.h,LibExtern SEXP	R_PackageSymbol;
variable,R_PreviousSymbol,src/include/Rinternals.h,LibExtern SEXP	R_PreviousSymbol;
variable,R_QuoteSymbol,src/include/Rinternals.h,LibExtern SEXP	R_QuoteSymbol;
